,year,navarea_i,navarea_ii,navarea_iii,navarea_iv,navarea_ix,navarea_v,navarea_vi,navarea_vii,navarea_viii,navarea_x,navarea_xi,navarea_xii,navarea_xiii,navarea_xiv,navarea_xv,navarea_xvi,poverty_percentage,attacks,math_benchmark_percent,reading_benchmark_percent,sea_law_adoption,R&D_proportion_of_GDP,full_time_researchers_per_million,high_risk
2153,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.66984,216.00083,1
2154,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.66984,216.00083,1
2155,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.66984,216.00083,1
2156,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,13,0.0,0.0,0.0,25.0,10.0,0
2157,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2158,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2159,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2160,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2161,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3,85.20645,86.01116,0.0,1.92987,4551.93071,0
2162,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2163,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2164,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.0,40,0.0,0.0,0.0,25.0,10.0,1
2165,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,13,0.0,0.0,0.0,25.0,10.0,0
2168,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.6,16,0.0,0.0,0.0,0.51456,19.15202,1
2169,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2170,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,4,0.0,0.0,0.0,25.0,10.0,0
2171,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2172,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
2173,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
2177,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
2178,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
2179,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,12,0.0,0.0,65.0,25.0,10.0,0
2180,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,12,0.0,0.0,67.0,25.0,10.0,0
2181,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2182,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.70159,156.21967,1
2183,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2184,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2185,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,33,0.0,0.0,0.0,25.0,32.5349,1
2187,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2,9,0.0,0.0,0.0,0.40638,10.56469,0
2189,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.0,17,93.5535,88.85071,0.0,2.18198,7006.63036,1
2190,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.27945,2307.9544,1
2191,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.27945,2307.9544,1
2192,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2193,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,74,80.89702,86.15665,0.0,0.44113,678.56047,1
2194,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2195,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2197,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,1,0.0,0.0,0.0,25.0,10.0,0
2198,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,21,0.0,0.0,0.0,25.0,10.0,1
2202,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.66984,216.00083,1
2203,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2204,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,95.0,2.10033,1196.68794,1
2205,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,100.0,2.10033,1196.68794,1
2206,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2207,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2209,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
2210,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
2211,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
2212,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
2213,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2214,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2215,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,40,25.4186,40.12246,0.0,0.12008,10.0,1
2216,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,40,25.4186,40.12246,0.0,0.12008,10.0,1
2217,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2218,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2219,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.6,16,0.0,0.0,0.0,0.51456,19.15202,1
2220,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,33,0.0,0.0,0.0,25.0,32.5349,1
2223,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2224,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2228,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.3,15,0.0,0.0,0.0,25.0,10.0,1
2229,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2230,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.70159,156.21967,1
2233,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2234,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,74,85.75126,90.58469,0.0,0.37359,679.46269,1
2235,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
2236,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
2237,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2240,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,74,85.75126,90.58469,0.0,0.37359,679.46269,1
2242,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2243,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2244,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2245,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2246,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.6931,216.00083,1
2247,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.27945,2307.9544,1
2248,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.27945,2307.9544,1
2250,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,90.0,25.0,10.0,1
2251,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,100.0,25.0,10.0,1
2252,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,17,0.0,0.0,0.0,25.0,69.13831,1
2253,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2254,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2256,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
2257,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
2258,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2259,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,74,80.89702,86.15665,0.0,0.44113,678.56047,1
2260,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2261,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.6931,216.00083,1
2263,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.41517,2396.53998,1
2264,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.41517,2396.53998,1
2269,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2270,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.5,40,33.71327,57.16047,50.0,0.26694,89.36161,1
2271,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.5,40,33.71327,57.16047,0.0,0.26694,89.36161,1
2276,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2277,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
2278,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
2279,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
2280,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
2283,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2284,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2285,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2286,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.0,19,0.0,0.0,0.0,25.0,10.0,1
2287,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,33,0.0,0.0,0.0,25.0,32.5349,1
2288,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,1,0.0,0.0,0.0,25.0,10.0,0
2289,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,77.64565,81.08346,0.0,2.27592,4233.6383,0
2290,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
2291,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
2294,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
2295,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
2297,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2298,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4,94,14.15759,0.0,70.0,0.13207,186.91776,1
2299,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4,94,14.15759,0.0,100.0,0.13207,186.91776,1
2300,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2301,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2302,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2303,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
2304,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
2305,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.33713,272.67612,1
2306,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,33,0.0,0.0,0.0,0.26654,38.04847,1
2309,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.26275,2054.16733,1
2310,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.26275,2054.16733,1
2311,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,90.0,25.0,10.0,1
2312,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,100.0,25.0,10.0,1
2313,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1,33,0.0,0.0,0.0,0.26654,36.13195,1
2314,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.27945,2307.9544,1
2315,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.27945,2307.9544,1
2316,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,21.24353,34.74443,87.0,0.12033,39.10899,0
2317,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,21.24353,34.74443,100.0,0.12033,39.10899,0
2318,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,40,33.71327,57.16047,50.0,0.28975,69.54869,1
2319,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,40,33.71327,57.16047,0.0,0.28975,69.54869,1
2320,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,33,0.0,0.0,0.0,25.0,32.5349,1
2321,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,74,80.89702,86.15665,0.0,0.44113,678.56047,1
2322,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2323,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2324,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,42.38519,60.02478,0.0,0.8815,1211.78504,0
2325,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2326,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2327,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2330,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.3,73,0.0,0.0,0.0,25.0,10.0,1
2333,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,40,25.4186,40.12246,0.0,0.12008,10.0,1
2334,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,40,25.4186,40.12246,0.0,0.12008,10.0,1
2335,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
2336,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
2338,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,33,0.0,0.0,0.0,25.0,32.5349,1
2339,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.66984,216.00083,1
2343,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2,9,0.0,0.0,0.0,0.40638,10.56469,0
2346,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2350,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.3,15,0.0,0.0,0.0,25.0,10.0,1
2351,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2352,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
2353,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
2354,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2359,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2360,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2361,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2362,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,40,26.18298,48.55411,50.0,0.30563,58.29539,1
2363,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,40,26.18298,48.55411,0.0,0.30563,58.29539,1
2366,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.3,15,0.0,0.0,0.0,25.0,10.0,1
2367,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2369,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
2370,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
2371,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,17,0.0,0.0,0.0,25.0,69.13831,1
2372,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2373,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
2374,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
2376,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2377,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2378,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,90.0,25.0,10.0,1
2379,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,100.0,25.0,10.0,1
2380,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1,14,76.52206,78.51392,0.0,2.26703,4307.48974,0
2381,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2382,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,90.0,25.0,10.0,1
2383,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,100.0,25.0,10.0,1
2384,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,90.0,25.0,10.0,1
2385,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,100.0,25.0,10.0,1
2386,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1,33,0.0,0.0,0.0,0.26654,36.13195,1
2387,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2388,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.1,10,0.0,0.0,0.0,0.78577,221.38592,0
2389,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
2390,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
2391,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2392,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2393,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
2394,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.41517,2396.53998,1
2395,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.41517,2396.53998,1
2397,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.1,10,0.0,0.0,0.0,0.78577,221.38592,0
2398,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.66984,216.00083,1
2400,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2401,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,74,80.89702,86.15665,0.0,0.44113,678.56047,1
2403,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2404,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
2405,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2406,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,95.0,2.10033,1196.68794,1
2407,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,100.0,2.10033,1196.68794,1
2408,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,95.0,2.10033,1196.68794,1
2409,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,100.0,2.10033,1196.68794,1
2410,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,95.0,2.10033,1196.68794,1
2411,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,30,78.9,79.6,100.0,2.10033,1196.68794,1
2413,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.33713,300.25538,1
2414,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2415,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2416,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
2419,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
2421,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7,21,31.70972,49.22901,0.0,1.27131,887.67844,1
