,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Reporting Type,Sex,Type of skill,Units
94975,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,10.25323,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,FEMALE,INST,PERCENT
94976,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,4.66285,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,FEMALE,PCPR,PERCENT
94977,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,26.94962,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,MALE,CMFL,PERCENT
94978,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,15.8734,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,FEMALE,CMFL,PERCENT
94979,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,12.52083,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,FEMALE,COPA,PERCENT
94980,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,17.72001,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,BOTHSEX,COPA,PERCENT
94981,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,6.89336,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,BOTHSEX,PCPR,PERCENT
94982,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,10.49518,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,FEMALE,SOFT,PERCENT
94983,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,16.14774,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,BOTHSEX,EMAIL,PERCENT
94984,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,15.54998,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,BOTHSEX,SOFT,PERCENT
94985,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,22.846,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,MALE,COPA,PERCENT
94986,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,10.47115,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,FEMALE,EMAIL,PERCENT
94987,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,7.21477,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,BOTHSEX,EPRS,PERCENT
94988,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,17.31231,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,BOTHSEX,TRAF,PERCENT
94989,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,11.73322,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,FEMALE,TRAF,PERCENT
94990,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,16.19894,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,BOTHSEX,INST,PERCENT
94991,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,9.40813,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,BOTHSEX,ARSP,PERCENT
94992,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,22.81286,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,MALE,TRAF,PERCENT
94993,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,12.95813,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,MALE,ARSP,PERCENT
94994,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,9.09248,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,MALE,PCPR,PERCENT
94995,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",12,Algeria,2018,21.45077,2018,"Ministry of Post, Telecommunications, Technologies and Digital",,C,G,BOTHSEX,CMFL,PERCENT
94996,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",20,Andorra,2017,45.11667,2017,Servei d'studis - Ministeri de Finances,,C,G,BOTHSEX,EPRS,PERCENT
94997,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",20,Andorra,2017,59.58742,2017,Servei d'studis - Ministeri de Finances,,C,G,BOTHSEX,CMFL,PERCENT
94998,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",20,Andorra,2017,52.79506,2017,Servei d'studis - Ministeri de Finances,,C,G,BOTHSEX,SOFT,PERCENT
94999,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",20,Andorra,2017,5.97734,2017,Servei d'studis - Ministeri de Finances,,C,G,BOTHSEX,PCPR,PERCENT
95000,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",20,Andorra,2017,67.28272,2017,Servei d'studis - Ministeri de Finances,,C,G,BOTHSEX,TRAF,PERCENT
95001,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2014,5.66787,2014,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,EPRS,PERCENT
95002,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2014,3.57971,2014,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,TRAF,PERCENT
95003,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2014,12.52898,2014,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,INST,PERCENT
95004,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2014,0.59662,2014,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,PCPR,PERCENT
95005,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2014,58.46859,2014,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,CMFL,PERCENT
95006,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2014,56.67874,2014,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,COPA,PERCENT
95007,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2014,18.49516,2014,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,ARSP,PERCENT
95008,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2014,47.72947,2014,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,EMAIL,PERCENT
95009,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2014,7.15942,2014,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,SOFT,PERCENT
95010,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2015,59.6429,2015,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,CMFL,PERCENT
95011,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2015,12.78062,2015,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,INST,PERCENT
95012,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2015,0.6086,2015,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,PCPR,PERCENT
95013,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2015,18.86663,2015,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,ARSP,PERCENT
95014,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2015,3.6516,2015,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,TRAF,PERCENT
95015,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2015,5.78171,2015,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,EPRS,PERCENT
95016,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2015,7.30322,2015,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,SOFT,PERCENT
95017,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2015,48.68808,2015,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,EMAIL,PERCENT
95018,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2015,57.8171,2015,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,COPA,PERCENT
95019,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2016,5.73798,2016,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,EPRS,PERCENT
95020,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2016,3.62619,2016,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,TRAF,PERCENT
95021,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2016,0.60407,2016,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,PCPR,PERCENT
95022,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2016,12.68611,2016,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,INST,PERCENT
95023,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2016,48.32735,2016,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,EMAIL,PERCENT
95024,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2016,7.25253,2016,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,SOFT,PERCENT
95025,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2016,59.19181,2016,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,CMFL,PERCENT
95026,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2016,57.39049,2016,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,COPA,PERCENT
95027,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2016,18.72528,2016,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,ARSP,PERCENT
95028,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,55.73322,2017,State Statistical Committee,,C,G,MALE,EMAIL,PERCENT
95029,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,20.4397,2017,State Statistical Committee,,C,G,FEMALE,ARSP,PERCENT
95030,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,7.9205,2017,State Statistical Committee,,C,G,FEMALE,SOFT,PERCENT
95031,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,0.68645,2017,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,PCPR,PERCENT
95032,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,66.39264,2017,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,CMFL,PERCENT
95033,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,0.70557,2017,State Statistical Committee,,C,G,MALE,PCPR,PERCENT
95034,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,21.59697,2017,State Statistical Committee,,C,G,MALE,ARSP,PERCENT
95035,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,4.06984,2017,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,TRAF,PERCENT
95036,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,6.26088,2017,State Statistical Committee,,C,G,FEMALE,EPRS,PERCENT
95037,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,6.43609,2017,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,EPRS,PERCENT
95038,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,6.61538,2017,State Statistical Committee,,C,G,MALE,EPRS,PERCENT
95039,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,3.95906,2017,State Statistical Committee,,C,G,FEMALE,TRAF,PERCENT
95040,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,62.61986,2017,State Statistical Committee,,C,G,FEMALE,COPA,PERCENT
95041,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,52.74672,2017,State Statistical Committee,,C,G,FEMALE,EMAIL,PERCENT
95042,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,54.22274,2017,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,EMAIL,PERCENT
95043,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,8.14213,2017,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,SOFT,PERCENT
95044,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,66.16539,2017,State Statistical Committee,,C,G,MALE,COPA,PERCENT
95045,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,13.84758,2017,State Statistical Committee,,C,G,FEMALE,INST,PERCENT
95046,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,4.18321,2017,State Statistical Committee,,C,G,MALE,TRAF,PERCENT
95047,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,0.66776,2017,State Statistical Committee,,C,G,FEMALE,PCPR,PERCENT
95048,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,64.37218,2017,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,COPA,PERCENT
95049,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,21.01166,2017,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,ARSP,PERCENT
95050,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,14.23509,2017,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,INST,PERCENT
95051,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,64.58534,2017,State Statistical Committee,,C,G,FEMALE,CMFL,PERCENT
95052,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,14.63164,2017,State Statistical Committee,,C,G,MALE,INST,PERCENT
95053,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,8.36893,2017,State Statistical Committee,,C,G,MALE,SOFT,PERCENT
95054,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2017,68.24212,2017,State Statistical Committee,,C,G,MALE,CMFL,PERCENT
95055,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2018,6.52775,2018,State Statistical Committee,,C,G,MALE,EPRS,PERCENT
95056,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2018,8.25644,2018,State Statistical Committee,,C,G,MALE,SOFT,PERCENT
95057,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2018,20.7524,2018,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,ARSP,PERCENT
95058,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2018,14.05664,2018,State Statistical Committee of the Republic of Azerbaijan,,C,G,BOTHSEX,INST,PERCENT
95059,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2018,14.43063,2018,State Statistical Committee,,C,G,MALE,INST,PERCENT
95060,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2018,67.31133,2018,State Statistical Committee,,C,G,MALE,CMFL,PERCENT
95061,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2018,63.85814,2018,State Statistical Committee,,C,G,FEMALE,CMFL,PERCENT
95062,4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",31,Azerbaijan,2018,52.15802,2018,State Statistical Committee,,C,G,FEMALE,EMAIL,PERCENT
