,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Reporting Type,Sex,Units
86940,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2011,67.10336,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
86941,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2011,66.98065,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
86942,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2012,68.95126,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
86943,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2012,68.87059,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
86944,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2012,68.92162,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
86945,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2013,69.57751,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
86946,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2013,69.93511,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
86947,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2013,69.77019,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
86948,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2014,71.17824,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
86949,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2014,71.4647,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
86950,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2014,70.85139,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
86951,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2015,71.87006,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
86952,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2015,72.26555,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
86953,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2015,72.08273,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
86954,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2016,72.36227,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
86955,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2016,72.51464,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
86956,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2016,72.19341,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
86957,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2017,72.28662,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
86958,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2017,72.70409,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
86959,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2017,72.50204,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
86960,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2018,72.90164,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
86961,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2018,72.96543,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
86962,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2018,72.83389,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
86963,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2019,72.82874,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
86964,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2019,73.07011,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
86965,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",1,World,2019,72.95539,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
86966,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2000,54.07937,2000,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86967,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2001,56.59373,2001,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86968,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2001,60.87087,2001,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86969,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2001,52.66008,2001,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
86970,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2003,61.25696,2003,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
86971,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2003,66.38779,2003,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86972,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2003,63.70377,2003,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86973,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2004,60.75647,2004,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86974,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2004,62.13843,2004,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86975,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2004,59.49406,2004,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
86976,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2008,64.76811,2008,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
86977,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2008,65.32444,2008,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86978,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2008,65.03185,2008,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86979,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2009,72.28605,2009,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86980,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2009,73.5052,2009,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86981,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2009,71.20109,2009,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
86982,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2010,73.74577,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
86983,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2010,74.63991,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86984,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2010,74.16339,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86985,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2011,77.75655,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
86986,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2011,78.8836,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86987,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2011,80.18825,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86988,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2012,83.7272,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
86989,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2012,86.35106,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86990,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2012,84.94154,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86991,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2013,86.70171,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86992,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2013,89.74456,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86993,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2013,84.0783,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
86994,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2014,88.81087,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
86995,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2014,93.01367,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86996,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2014,90.76092,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86997,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2015,88.12827,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
86998,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2015,90.04306,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
86999,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2015,86.46084,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
87000,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2016,97.03653,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
87001,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2016,95.70909,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
87002,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2016,94.54732,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
87003,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2017,97.24487,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
87004,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2017,100.0,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
87005,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2017,94.80704,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
87006,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2018,96.10306,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,MALE,PERCENT
87007,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2018,98.15481,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,FEMALE,PERCENT
87008,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",8,Albania,2018,97.0732,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,C,G,BOTHSEX,PERCENT
87009,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2000,56.77043,2000,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87010,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2000,57.83333,2000,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87011,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2000,57.28372,2000,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87012,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2001,57.17566,2001,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87013,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2001,57.71931,2001,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87014,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2001,56.66856,2001,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87015,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2002,56.26979,2002,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87016,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2002,57.39824,2002,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87017,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2002,56.81476,2002,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87018,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2003,63.44783,2003,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87019,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2003,63.90806,2003,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87020,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2003,63.01782,2003,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87021,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2004,64.05518,2004,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87022,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2004,64.75224,2004,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87023,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2004,64.3914,2004,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87024,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2005,63.43593,2005,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87025,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2005,63.74704,2005,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87026,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2005,63.14653,2005,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87027,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2006,64.12523,2006,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87028,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2006,63.80395,2006,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87029,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2006,63.96721,2006,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87030,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2007,59.33748,2007,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87031,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2007,59.26582,2007,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87032,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2007,59.19403,2007,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87033,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2008,60.36135,2008,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87034,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2008,60.07076,2008,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87035,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2008,60.21829,2008,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87036,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2009,60.38551,2009,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87037,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2009,60.30971,2009,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87038,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2009,60.46089,2009,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87039,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2010,61.09183,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,MALE,PERCENT
87040,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2010,60.87601,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
87041,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2010,60.98508,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87042,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2011,65.87681,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,BOTHSEX,PERCENT
87043,4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,Oceania,2011,65.81694,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,E,G,FEMALE,PERCENT
